,Treatment,Rep,Position,Table,SampleID,Lineage,GenotypeID
489,SPIRO,3,CORE,5,S3C1A,LM010,LM06
490,SPIRO,3,CORE,5,S3C1B,LM007,LM05
491,SPIRO,3,CORE,5,S3C1C,LM010,LM06
492,SPIRO,3,CORE,5,S3C1D,LM008,LJ03
493,SPIRO,3,CORE,5,S3C1E,LM008,LJ03
494,SPIRO,3,CORE,5,S3C1F,LM008,LJ03
496,SPIRO,3,CORE,5,S3C1H,LM008,LJ03
497,SPIRO,3,CORE,5,S3C1I,LM008,LJ03
498,SPIRO,3,CORE,5,S3C1J,LM008,LJ03
499,SPIRO,3,CORE,5,S3C1K,LM010,LM06
500,SPIRO,3,CORE,5,S3C1L,LM010,LM06
501,SPIRO,3,CORE,5,S3C1M,LM010,LM06
502,SPIRO,3,CORE,5,S3C1N,LM009,LJ04
503,SPIRO,3,CORE,5,S3C1O,LM010,LM06
504,SPIRO,3,CORE,5,S3C1P,LM008,LJ03
505,SPIRO,3,CORE,5,S3C1Q,LM007,LM05
506,SPIRO,3,CORE,5,S3C1R,LM009,LJ04
507,SPIRO,3,CORE,5,S3C1S,LM010,LM06
508,SPIRO,3,CORE,5,S3C1T,LM010,LM06
509,SPIRO,3,EDGE,5,S3E1A,LM003,LJ01
510,SPIRO,3,EDGE,5,S3E1B,LM001,LM01
512,SPIRO,3,EDGE,5,S3E1D,LM009,LJ04
513,SPIRO,3,EDGE,5,S3E1E,LM008,LJ03
514,SPIRO,3,EDGE,5,S3E1F,LM009,LJ04
515,SPIRO,3,EDGE,5,S3E1G,LM001,LM01
516,SPIRO,3,EDGE,5,S3E1H,LM007,LM05
517,SPIRO,3,EDGE,5,S3E1I,LM006,LM04
